ID,Titulo,Artista,Idioma,Categoria,Imagen_URL,Enlace_Letra,Cancion_Original
397,Ojopaloma,Isabel Aaiun,ES,General,,https://genius.com/search?q=ISABEL%20AAIUN%20OJOPALOMA,ISABEL AAIUN OJOPALOMA
398,Potra Salvaje,Isabel Aaiun,ES,General,,https://genius.com/search?q=ISABEL%20AAIUN%20POTRA%20SALVAJE,ISABEL AAIUN POTRA SALVAJE
399,Asi Fue,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20ASI%20FUE,ISABEL PANTOJA ASI FUE
400,Ese Barco Velero,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20ESE%20BARCO%20VELERO,ISABEL PANTOJA ESE BARCO VELERO
401,Hoy Quiero Confesarme,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20HOY%20QUIERO%20CONFESARME,ISABEL PANTOJA HOY QUIERO CONFESARME
402,Marinero De Luces,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20MARINERO%20DE%20LUCES,ISABEL PANTOJA MARINERO DE LUCES
403,Se Me Enamora El Alma,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20SE%20ME%20ENAMORA%20EL%20ALMA,ISABEL PANTOJA SE ME ENAMORA EL ALMA
404,Yo Soy Esa,Isabel Pantoja,ES,General,,https://genius.com/search?q=ISABEL%20PANTOJA%20YO%20SOY%20ESA,ISABEL PANTOJA YO SOY ESA
405,Izal Copacabana,,ES,General,,https://genius.com/search?q=IZAL%20COPACABANA,IZAL COPACABANA
406,Izal La Mujer De Verde,,ES,General,,https://genius.com/search?q=IZAL%20LA%20MUJER%20DE%20VERDE,IZAL LA MUJER DE VERDE
407,De Vuelta Y Vuelta,Jarabe De Palo,ES,General,,https://genius.com/search?q=JARABE%20DE%20PALO%20DE%20VUELTA%20Y%20VUELTA,JARABE DE PALO DE VUELTA Y VUELTA
408,Depende,Jarabe De Palo,ES,General,,https://genius.com/search?q=JARABE%20DE%20PALO%20DEPENDE,JARABE DE PALO DEPENDE
409,Eso Que Tu Me Das,Jarabe De Palo,ES,General,,https://genius.com/search?q=JARABE%20DE%20PALO%20ESO%20QUE%20TU%20ME%20DAS,JARABE DE PALO ESO QUE TU ME DAS
410,La Flaca,Jarabe De Palo,ES,General,,https://genius.com/search?q=JARABE%20DE%20PALO%20LA%20FLACA,JARABE DE PALO LA FLACA
411,Jeannette Porque Te Vas,,ES,General,,https://genius.com/search?q=JEANNETTE%20PORQUE%20TE%20VAS,JEANNETTE PORQUE TE VAS
412,Jeannette Soy Rebelde,,ES,General,,https://genius.com/search?q=JEANNETTE%20SOY%20REBELDE,JEANNETTE SOY REBELDE
413,Jerry Rivera Vuela Muy Alto Versión Salsa,,ES,General,,https://genius.com/search?q=JERRY%20RIVERA%20VUELA%20MUY%20ALTO%20VERSI%C3%93N%20SALSA,JERRY RIVERA VUELA MUY ALTO VERSIÓN SALSA
414,Joy & Gente De Zona 3 A.M.,Jesse,ES,General,,https://genius.com/search?q=JESSE%20JOY%20%26%20GENTE%20DE%20ZONA%203%20A.M.,JESSE JOY & GENTE DE ZONA 3 A.M.
415,Y Joy Corre,Jesse,ES,General,,https://genius.com/search?q=JESSE%20Y%20JOY%20CORRE,JESSE Y JOY CORRE
416,Y Joy La De La Mala Suerte,Jesse,ES,General,,https://genius.com/search?q=JESSE%20Y%20JOY%20LA%20DE%20LA%20MALA%20SUERTE,JESSE Y JOY LA DE LA MALA SUERTE
417,Jesulin De Ubrique Toda,,ES,General,,https://genius.com/search?q=JESULIN%20DE%20UBRIQUE%20TODA,JESULIN DE UBRIQUE TODA
418,Lucia,Joan Manuel Serrat,ES,General,,https://genius.com/search?q=JOAN%20MANUEL%20SERRAT%20LUCIA,JOAN MANUEL SERRAT LUCIA
419,Mediterráneo,Joan Manuel Serrat,ES,General,,https://genius.com/search?q=JOAN%20MANUEL%20SERRAT%20MEDITERR%C3%81NEO,JOAN MANUEL SERRAT MEDITERRÁNEO
420,No Hago Otra Cosa Que Pensar En Ti,Joan Manuel Serrat,ES,General,,https://genius.com/search?q=JOAN%20MANUEL%20SERRAT%20NO%20HAGO%20OTRA%20COSA%20QUE%20PENSAR%20EN%20TI,JOAN MANUEL SERRAT NO HAGO OTRA COSA QUE PENSAR EN TI
421,Tu Nombre Me Sabe A Hierba,Joan Manuel Serrat,ES,General,,https://genius.com/search?q=JOAN%20MANUEL%20SERRAT%20TU%20NOMBRE%20ME%20SABE%20A%20HIERBA,JOAN MANUEL SERRAT TU NOMBRE ME SABE A HIERBA
422,19 Dias Y 500 Noches,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%2019%20DIAS%20Y%20500%20NOCHES,JOAQUIN SABINA 19 DIAS Y 500 NOCHES
423,69 Punto G,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%2069%20PUNTO%20G,JOAQUIN SABINA 69 PUNTO G
424,El Pirata Cojo,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%20EL%20PIRATA%20COJO,JOAQUIN SABINA EL PIRATA COJO
425,Juana La Loca,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%20JUANA%20LA%20LOCA,JOAQUIN SABINA JUANA LA LOCA
426,La Del Pirata Cojo,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%20LA%20DEL%20PIRATA%20COJO,JOAQUIN SABINA LA DEL PIRATA COJO
427,Pacto Entre Caballeros,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%20PACTO%20ENTRE%20CABALLEROS,JOAQUIN SABINA PACTO ENTRE CABALLEROS
428,Y Nos Dieron Las Diez,Joaquin Sabina,ES,General,,https://genius.com/search?q=JOAQUIN%20SABINA%20Y%20NOS%20DIERON%20LAS%20DIEZ,JOAQUIN SABINA Y NOS DIERON LAS DIEZ
429,Alla En El Rancho Grande,Jorge Negrete,ES,General,,https://genius.com/search?q=JORGE%20NEGRETE%20ALLA%20EN%20EL%20RANCHO%20GRANDE,JORGE NEGRETE ALLA EN EL RANCHO GRANDE
430,Ay Jalisco No Te Rajes,Jorge Negrete,ES,General,,https://genius.com/search?q=JORGE%20NEGRETE%20AY%20JALISCO%20NO%20TE%20RAJES,JORGE NEGRETE AY JALISCO NO TE RAJES
431,Juan Charrasqueado,Jorge Negrete,ES,General,,https://genius.com/search?q=JORGE%20NEGRETE%20JUAN%20CHARRASQUEADO,JORGE NEGRETE JUAN CHARRASQUEADO
432,Mexico Lindo,Jorge Negrete,ES,General,,https://genius.com/search?q=JORGE%20NEGRETE%20MEXICO%20LINDO,JORGE NEGRETE MEXICO LINDO
433,El Frances Ya No Quiero Tu Querer,Jose,ES,General,,https://genius.com/search?q=JOSE%20EL%20FRANCES%20YA%20NO%20QUIERO%20TU%20QUERER,JOSE EL FRANCES YA NO QUIERO TU QUERER
434,Luis Perales Que Canten Los Niños,Jose,ES,General,,https://genius.com/search?q=JOSE%20LUIS%20PERALES%20QUE%20CANTEN%20LOS%20NI%C3%91OS,JOSE LUIS PERALES QUE CANTEN LOS NIÑOS
435,Luis Perales Y Cómo Es Él,Jose,ES,General,,https://genius.com/search?q=JOSE%20LUIS%20PERALES%20Y%20C%C3%93MO%20ES%20%C3%89L,JOSE LUIS PERALES Y CÓMO ES ÉL
436,Cara De Gitana,Jose Manuel Soto,ES,General,,https://genius.com/search?q=JOSE%20MANUEL%20SOTO%20CARA%20DE%20GITANA,JOSE MANUEL SOTO CARA DE GITANA
437,Dejate Querer,Jose Manuel Soto,ES,General,,https://genius.com/search?q=JOSE%20MANUEL%20SOTO%20DEJATE%20QUERER,JOSE MANUEL SOTO DEJATE QUERER
438,La Pared,Jose Manuel Soto,ES,General,,https://genius.com/search?q=JOSE%20MANUEL%20SOTO%20LA%20PARED,JOSE MANUEL SOTO LA PARED
439,Por Ella,Jose Manuel Soto,ES,General,,https://genius.com/search?q=JOSE%20MANUEL%20SOTO%20POR%20ELLA,JOSE MANUEL SOTO POR ELLA
440,Velez Vino Griego,Jose,ES,General,,https://genius.com/search?q=JOSE%20VELEZ%20VINO%20GRIEGO,JOSE VELEZ VINO GRIEGO
441,Campanera,Joselito,ES,General,,https://genius.com/search?q=JOSELITO%20CAMPANERA,JOSELITO CAMPANERA
442,Clavelitos,Joselito,ES,General,,https://genius.com/search?q=JOSELITO%20CLAVELITOS,JOSELITO CLAVELITOS
443,Doce Cascabeles,Joselito,ES,General,,https://genius.com/search?q=JOSELITO%20DOCE%20CASCABELES,JOSELITO DOCE CASCABELES
444,Luis Guerra La Bilirrubina,Juan,ES,General,,https://genius.com/search?q=JUAN%20LUIS%20GUERRA%20LA%20BILIRRUBINA,JUAN LUIS GUERRA LA BILIRRUBINA
445,Luis Guerra Ojala Que Llueva Cafe,Juan,ES,General,,https://genius.com/search?q=JUAN%20LUIS%20GUERRA%20OJALA%20QUE%20LLUEVA%20CAFE,JUAN LUIS GUERRA OJALA QUE LLUEVA CAFE
446,Ayer La Vi,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20AYER%20LA%20VI,JUAN MAGAN AYER LA VI
447,Mal De Amores,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20MAL%20DE%20AMORES,JUAN MAGAN MAL DE AMORES
448,& Mala Rodriguez Usted,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20%26%20MALA%20RODRIGUEZ%20USTED,JUAN MAGAN & MALA RODRIGUEZ USTED
449,Bailando Por Ahí,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20BAILANDO%20POR%20AH%C3%8D,JUAN MAGAN BAILANDO POR AHÍ
450,Ella No Sigue Modas,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20ELLA%20NO%20SIGUE%20MODAS,JUAN MAGAN ELLA NO SIGUE MODAS
451,Paulina Rubio Y Dcs Vuelve,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20PAULINA%20RUBIO%20Y%20DCS%20VUELVE,JUAN MAGAN PAULINA RUBIO Y DCS VUELVE
452,Y Belinda Te Voy A Esperar,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20Y%20BELINDA%20TE%20VOY%20A%20ESPERAR,JUAN MAGAN Y BELINDA TE VOY A ESPERAR
453,Y Gente De Zona He Llorado,Juan Magan,ES,General,,https://genius.com/search?q=JUAN%20MAGAN%20Y%20GENTE%20DE%20ZONA%20HE%20LLORADO,JUAN MAGAN Y GENTE DE ZONA HE LLORADO
454,Bravo Por La Musica,Juan Pardo,ES,General,,https://genius.com/search?q=JUAN%20PARDO%20BRAVO%20POR%20LA%20MUSICA,JUAN PARDO BRAVO POR LA MUSICA
455,Caballo De Batalla,Juan Pardo,ES,General,,https://genius.com/search?q=JUAN%20PARDO%20CABALLO%20DE%20BATALLA,JUAN PARDO CABALLO DE BATALLA
456,No Me Hables,Juan Pardo,ES,General,,https://genius.com/search?q=JUAN%20PARDO%20NO%20ME%20HABLES,JUAN PARDO NO ME HABLES
457,A Dios Le Pido,Juanes,ES,General,,https://genius.com/search?q=JUANES%20A%20DIOS%20LE%20PIDO,JUANES A DIOS LE PIDO
458,Camisa Negra,Juanes,ES,General,,https://genius.com/search?q=JUANES%20CAMISA%20NEGRA,JUANES CAMISA NEGRA
459,La Camisa Negra,Juanes,ES,General,,https://genius.com/search?q=JUANES%20LA%20CAMISA%20NEGRA,JUANES LA CAMISA NEGRA
460,De Niña A Mujer,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20DE%20NI%C3%91A%20A%20MUJER,JULIO IGLESIAS DE NIÑA A MUJER
461,Hey,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20HEY,JULIO IGLESIAS HEY
462,"Me Va, Me Va",Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20ME%20VA%2C%20ME%20VA,"JULIO IGLESIAS ME VA, ME VA"
463,Por El Amor De Una Mujer,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20POR%20EL%20AMOR%20DE%20UNA%20MUJER,JULIO IGLESIAS POR EL AMOR DE UNA MUJER
464,Que No Se Rompa La Noche,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20QUE%20NO%20SE%20ROMPA%20LA%20NOCHE,JULIO IGLESIAS QUE NO SE ROMPA LA NOCHE
465,Quijote,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20QUIJOTE,JULIO IGLESIAS QUIJOTE
466,Soy Un Truhan Soy Un Señor,Julio Iglesias,ES,General,,https://genius.com/search?q=JULIO%20IGLESIAS%20SOY%20UN%20TRUHAN%20SOY%20UN%20SE%C3%91OR,JULIO IGLESIAS SOY UN TRUHAN SOY UN SEÑOR
467,Junco Hola Mi Amor,,ES,General,,https://genius.com/search?q=JUNCO%20HOLA%20MI%20AMOR,JUNCO HOLA MI AMOR
468,Kapo Quevedo Que Bonito Te Queda El Mar,,ES,General,,https://genius.com/search?q=KAPO%20QUEVEDO%20QUE%20BONITO%20TE%20QUEDA%20EL%20MAR,KAPO QUEVEDO QUE BONITO TE QUEDA EL MAR
469,El Baul De Los Recuerdos,Karina,ES,General,,https://genius.com/search?q=KARINA%20EL%20BAUL%20DE%20LOS%20RECUERDOS,KARINA EL BAUL DE LOS RECUERDOS
470,Las Flechas,Karina,ES,General,,https://genius.com/search?q=KARINA%20LAS%20FLECHAS,KARINA LAS FLECHAS
471,Las Flechas Del Amor,Karina,ES,General,,https://genius.com/search?q=KARINA%20LAS%20FLECHAS%20DEL%20AMOR,KARINA LAS FLECHAS DEL AMOR
472,K'Cha Cha,Ketama,ES,General,,https://genius.com/search?q=KETAMA%20K%27CHA%20CHA,KETAMA K'CHA CHA
473,Loko,Ketama,ES,General,,https://genius.com/search?q=KETAMA%20LOKO,KETAMA LOKO
474,Mienteme,Ketama,ES,General,,https://genius.com/search?q=KETAMA%20MIENTEME,KETAMA MIENTEME
475,Kaoma Lambada,,ES,General,,https://genius.com/search?q=KAOMA%20LAMBADA,KAOMA LAMBADA
476,Mix Karina,Karina,ES,General,,https://genius.com/search?q=KARINA%20MIX%20KARINA,KARINA MIX KARINA
477,Karol G Nicky Minaj Tusa,,ES,General,,https://genius.com/search?q=KAROL%20G%20NICKY%20MINAJ%20TUSA,KAROL G NICKY MINAJ TUSA
478,Karol G Si Antes Te Hubiera Conocido,,ES,General,,https://genius.com/search?q=KAROL%20G%20SI%20ANTES%20TE%20HUBIERA%20CONOCIDO,KAROL G SI ANTES TE HUBIERA CONOCIDO
479,Kenny Y Los Electricos No Huyas De Mi,,ES,General,,https://genius.com/search?q=KENNY%20Y%20LOS%20ELECTRICOS%20NO%20HUYAS%20DE%20MI,KENNY Y LOS ELECTRICOS NO HUYAS DE MI
480,No Estamos Lokos,Ketama,ES,General,,https://genius.com/search?q=KETAMA%20NO%20ESTAMOS%20LOKOS,KETAMA NO ESTAMOS LOKOS
481,Rivera Asi Soy Yo,Kiko,ES,General,,https://genius.com/search?q=KIKO%20RIVERA%20ASI%20SOY%20YO,KIKO RIVERA ASI SOY YO
482,Rivera Y Dasoul Dale,Kiko,ES,General,,https://genius.com/search?q=KIKO%20RIVERA%20Y%20DASOUL%20DALE,KIKO RIVERA Y DASOUL DALE
483,Y Shara Mi Razon De Ser,Kiko,ES,General,,https://genius.com/search?q=KIKO%20Y%20SHARA%20MI%20RAZON%20DE%20SER,KIKO Y SHARA MI RAZON DE SER
484,Y Shara Puede Ser,Kiko,ES,General,,https://genius.com/search?q=KIKO%20Y%20SHARA%20PUEDE%20SER,KIKO Y SHARA PUEDE SER
485,& Esteso La Ramona,King Africa,ES,General,,https://genius.com/search?q=KING%20AFRICA%20%26%20ESTESO%20LA%20RAMONA,KING AFRICA & ESTESO LA RAMONA
486,Bomba,King Africa,ES,General,,https://genius.com/search?q=KING%20AFRICA%20BOMBA,KING AFRICA BOMBA
487,La Bomba,King Africa,ES,General,,https://genius.com/search?q=KING%20AFRICA%20LA%20BOMBA,KING AFRICA LA BOMBA
488,Paquito El Chocolatero (Con Voz),King Africa,ES,General,,https://genius.com/search?q=KING%20AFRICA%20PAQUITO%20EL%20CHOCOLATERO%20%28CON%20VOZ%29,KING AFRICA PAQUITO EL CHOCOLATERO (CON VOZ)
489,Kortatu Mierda De Ciudad,,ES,General,,https://genius.com/search?q=KORTATU%20MIERDA%20DE%20CIUDAD,KORTATU MIERDA DE CIUDAD
490,Kumbia Kings La Cucaracha,,ES,General,,https://genius.com/search?q=KUMBIA%20KINGS%20LA%20CUCARACHA,KUMBIA KINGS LA CUCARACHA
491,Cabra Mecanica No Me Llames Iluso,La,ES,General,,https://genius.com/search?q=LA%20CABRA%20MECANICA%20NO%20ME%20LLAMES%20ILUSO,LA CABRA MECANICA NO ME LLAMES ILUSO
492,Caja De Pandora Acuérdate Bien De Mi Cara,La,ES,General,,https://genius.com/search?q=LA%20CAJA%20DE%20PANDORA%20ACU%C3%89RDATE%20BIEN%20DE%20MI%20CARA,LA CAJA DE PANDORA ACUÉRDATE BIEN DE MI CARA
493,Casa De Papel Bella Ciao (Original),La,ES,General,,https://genius.com/search?q=LA%20CASA%20DE%20PAPEL%20BELLA%20CIAO%20%28ORIGINAL%29,LA CASA DE PAPEL BELLA CIAO (ORIGINAL)
494,La Decada De Los 80,La Decada Prodigiosa,ES,General,,https://genius.com/search?q=LA%20DECADA%20PRODIGIOSA%20LA%20DECADA%20DE%20LOS%2080,LA DECADA PRODIGIOSA LA DECADA DE LOS 80
495,La Fiesta Años 70,La Decada Prodigiosa,ES,General,,https://genius.com/search?q=LA%20DECADA%20PRODIGIOSA%20LA%20FIESTA%20A%C3%91OS%2070,LA DECADA PRODIGIOSA LA FIESTA AÑOS 70
496,Una Fiesta Especial,La Decada Prodigiosa,ES,General,,https://genius.com/search?q=LA%20DECADA%20PRODIGIOSA%20UNA%20FIESTA%20ESPECIAL,LA DECADA PRODIGIOSA UNA FIESTA ESPECIAL
497,El Limite,La Frontera,ES,General,,https://genius.com/search?q=LA%20FRONTERA%20EL%20LIMITE,LA FRONTERA EL LIMITE
498,Juan Antonio Cortés,La Frontera,ES,General,,https://genius.com/search?q=LA%20FRONTERA%20JUAN%20ANTONIO%20CORT%C3%89S,LA FRONTERA JUAN ANTONIO CORTÉS
499,Judas El Miserable,La Frontera,ES,General,,https://genius.com/search?q=LA%20FRONTERA%20JUDAS%20EL%20MISERABLE,LA FRONTERA JUDAS EL MISERABLE
500,Heroina,La Fuga,ES,General,,https://genius.com/search?q=LA%20FUGA%20HEROINA,LA FUGA HEROINA
501,P'Aquí P'Allá,La Fuga,ES,General,,https://genius.com/search?q=LA%20FUGA%20P%27AQU%C3%8D%20P%27ALL%C3%81,LA FUGA P'AQUÍ P'ALLÁ
502,Sueños De Papel,La Fuga,ES,General,,https://genius.com/search?q=LA%20FUGA%20SUE%C3%91OS%20DE%20PAPEL,LA FUGA SUEÑOS DE PAPEL
503,Cuando Brille El Sol,La Guardia,ES,General,,https://genius.com/search?q=LA%20GUARDIA%20CUANDO%20BRILLE%20EL%20SOL,LA GUARDIA CUANDO BRILLE EL SOL
504,El Mundo Tras El Cristal,La Guardia,ES,General,,https://genius.com/search?q=LA%20GUARDIA%20EL%20MUNDO%20TRAS%20EL%20CRISTAL,LA GUARDIA EL MUNDO TRAS EL CRISTAL
505,La Carretera,La Guardia,ES,General,,https://genius.com/search?q=LA%20GUARDIA%20LA%20CARRETERA,LA GUARDIA LA CARRETERA
506,Mil Calles Llevan Hacia Ti,La Guardia,ES,General,,https://genius.com/search?q=LA%20GUARDIA%20MIL%20CALLES%20LLEVAN%20HACIA%20TI,LA GUARDIA MIL CALLES LLEVAN HACIA TI
507,Hungara Mala Malita Mala,La,ES,General,,https://genius.com/search?q=LA%20HUNGARA%20MALA%20MALITA%20MALA,LA HUNGARA MALA MALITA MALA
508,La Love You El Fin Del Mundo,La,ES,General,,https://genius.com/search?q=LA%20LA%20LOVE%20YOU%20EL%20FIN%20DEL%20MUNDO,LA LA LOVE YOU EL FIN DEL MUNDO
509,La Love You El Principio De Algo,La,ES,General,,https://genius.com/search?q=LA%20LA%20LOVE%20YOU%20EL%20PRINCIPIO%20DE%20ALGO,LA LA LOVE YOU EL PRINCIPIO DE ALGO
510,Mosca Para No Verte Mas,La,ES,General,,https://genius.com/search?q=LA%20MOSCA%20PARA%20NO%20VERTE%20MAS,LA MOSCA PARA NO VERTE MAS
511,Van Gogh 20 De Enero,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%2020%20DE%20ENERO,LA OREJA DE VAN GOGH 20 DE ENERO
512,Van Gogh Jueves (Homenaje 11-M),La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20JUEVES%20%28HOMENAJE%2011-M%29,LA OREJA DE VAN GOGH JUEVES (HOMENAJE 11-M)
513,Van Gogh La Playa,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20LA%20PLAYA,LA OREJA DE VAN GOGH LA PLAYA
514,Van Gogh La Reina Del Pop,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20LA%20REINA%20DEL%20POP,LA OREJA DE VAN GOGH LA REINA DEL POP
515,Van Gogh Mariposa,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20MARIPOSA,LA OREJA DE VAN GOGH MARIPOSA
516,Van Gogh Muñeca De Trapo,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20MU%C3%91ECA%20DE%20TRAPO,LA OREJA DE VAN GOGH MUÑECA DE TRAPO
517,Van Gogh Pop,La Oreja De,ES,General,,https://genius.com/search?q=LA%20OREJA%20DE%20VAN%20GOGH%20POP,LA OREJA DE VAN GOGH POP
518,Caperucita Feroz,La Orquesta Mondragon,ES,General,,https://genius.com/search?q=LA%20ORQUESTA%20MONDRAGON%20CAPERUCITA%20FEROZ,LA ORQUESTA MONDRAGON CAPERUCITA FEROZ
519,Ponte La Peluca,La Orquesta Mondragon,ES,General,,https://genius.com/search?q=LA%20ORQUESTA%20MONDRAGON%20PONTE%20LA%20PELUCA,LA ORQUESTA MONDRAGON PONTE LA PELUCA
520,Viaje Con Nosotros,La Orquesta Mondragon,ES,General,,https://genius.com/search?q=LA%20ORQUESTA%20MONDRAGON%20VIAJE%20CON%20NOSOTROS,LA ORQUESTA MONDRAGON VIAJE CON NOSOTROS
521,Pegatina Llovera Y Yo Vere,La,ES,General,,https://genius.com/search?q=LA%20PEGATINA%20LLOVERA%20Y%20YO%20VERE,LA PEGATINA LLOVERA Y YO VERE
522,Daría,La Quinta Estacion,ES,General,,https://genius.com/search?q=LA%20QUINTA%20ESTACION%20DAR%C3%8DA,LA QUINTA ESTACION DARÍA
523,El Sol No Regresa,La Quinta Estacion,ES,General,,https://genius.com/search?q=LA%20QUINTA%20ESTACION%20EL%20SOL%20NO%20REGRESA,LA QUINTA ESTACION EL SOL NO REGRESA
524,La Frase Tonta De La Semana,La Quinta Estacion,ES,General,,https://genius.com/search?q=LA%20QUINTA%20ESTACION%20LA%20FRASE%20TONTA%20DE%20LA%20SEMANA,LA QUINTA ESTACION LA FRASE TONTA DE LA SEMANA
525,Raiz Entre Poetas Y Presos,La,ES,General,,https://genius.com/search?q=LA%20RAIZ%20ENTRE%20POETAS%20Y%20PRESOS,LA RAIZ ENTRE POETAS Y PRESOS
526,Raiz Nos Volveremos A Ver,La,ES,General,,https://genius.com/search?q=LA%20RAIZ%20NOS%20VOLVEREMOS%20A%20VER,LA RAIZ NOS VOLVEREMOS A VER
527,Trampa Experiencia,La,ES,General,,https://genius.com/search?q=LA%20TRAMPA%20EXPERIENCIA,LA TRAMPA EXPERIENCIA
528,Lobo Hombre En Paris,La Union,ES,General,,https://genius.com/search?q=LA%20UNION%20LOBO%20HOMBRE%20EN%20PARIS,LA UNION LOBO HOMBRE EN PARIS
529,Unión Maracaibo,La,ES,General,,https://genius.com/search?q=LA%20UNI%C3%93N%20MARACAIBO,LA UNIÓN MARACAIBO
530,Mas Y Mas,La Union,ES,General,,https://genius.com/search?q=LA%20UNION%20MAS%20Y%20MAS,LA UNION MAS Y MAS
531,Sildavia,La Union,ES,General,,https://genius.com/search?q=LA%20UNION%20SILDAVIA,LA UNION SILDAVIA
532,Lagarto Amarillo Culpable,,ES,General,,https://genius.com/search?q=LAGARTO%20AMARILLO%20CULPABLE,LAGARTO AMARILLO CULPABLE
533,Chuches Como Ronea,Las,ES,General,,https://genius.com/search?q=LAS%20CHUCHES%20COMO%20RONEA,LAS CHUCHES COMO RONEA
534,Grecas Te Estoy Amando Locamente,Las,ES,General,,https://genius.com/search?q=LAS%20GRECAS%20TE%20ESTOY%20AMANDO%20LOCAMENTE,LAS GRECAS TE ESTOY AMANDO LOCAMENTE
535,Aserejé,Las Ketchup,ES,General,,https://genius.com/search?q=LAS%20KETCHUP%20ASEREJ%C3%89,LAS KETCHUP ASEREJÉ
536,Supremas De Mostoles Eres Un Enfermo,Las,ES,General,,https://genius.com/search?q=LAS%20SUPREMAS%20DE%20MOSTOLES%20ERES%20UN%20ENFERMO,LAS SUPREMAS DE MOSTOLES ERES UN ENFERMO
537,Laura Pausini Entre Tu Y Mil Mares,,ES,General,,https://genius.com/search?q=LAURA%20PAUSINI%20ENTRE%20TU%20Y%20MIL%20MARES,LAURA PAUSINI ENTRE TU Y MIL MARES
538,Laura Pausini Se Fue,,ES,General,,https://genius.com/search?q=LAURA%20PAUSINI%20SE%20FUE,LAURA PAUSINI SE FUE
539,Lbc La Morocha,,ES,General,,https://genius.com/search?q=LBC%20LA%20MOROCHA,LBC LA MOROCHA
540,Leire Martinez Mi Nombre,,ES,General,,https://genius.com/search?q=LEIRE%20MARTINEZ%20MI%20NOMBRE,LEIRE MARTINEZ MI NOMBRE
541,Leiva Como Si Fueras A Morir Mañana,,ES,General,,https://genius.com/search?q=LEIVA%20COMO%20SI%20FUERAS%20A%20MORIR%20MA%C3%91ANA,LEIVA COMO SI FUERAS A MORIR MAÑANA
542,Leiva Terriblemente Cruel,,ES,General,,https://genius.com/search?q=LEIVA%20TERRIBLEMENTE%20CRUEL,LEIVA TERRIBLEMENTE CRUEL
543,Lemot Tu Jardin Japones,,ES,General,,https://genius.com/search?q=LEMOT%20TU%20JARDIN%20JAPONES,LEMOT TU JARDIN JAPONES
544,Beret Hamaca,Lerica,ES,General,,https://genius.com/search?q=LERICA%20BERET%20HAMACA,LERICA BERET HAMACA
545,Mar Lucas Daviles De Novelda Llorando En El Lambo,Lerica,ES,General,,https://genius.com/search?q=LERICA%20MAR%20LUCAS%20DAVILES%20DE%20NOVELDA%20LLORANDO%20EN%20EL%20LAMBO,LERICA MAR LUCAS DAVILES DE NOVELDA LLORANDO EN EL LAMBO
546,Mau Y Ricky Hijos Contigo,Lerica,ES,General,,https://genius.com/search?q=LERICA%20MAU%20Y%20RICKY%20HIJOS%20CONTIGO,LERICA MAU Y RICKY HIJOS CONTIGO
547,Lo Lobos La Bamba,,ES,General,,https://genius.com/search?q=LO%20LOBOS%20LA%20BAMBA,LO LOBOS LA BAMBA
548,Loco Mia Loco Mia,,ES,General,,https://genius.com/search?q=LOCO%20MIA%20LOCO%20MIA,LOCO MIA LOCO MIA
