ID,Titulo,Artista,Idioma,Categoria,Imagen_URL,Enlace_Letra,Cancion_Original
988,Estaba El Señor Don Gato,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20ESTABA%20EL%20SE%C3%91OR%20DON%20GATO,CANTAJUEGOS ESTABA EL SEÑOR DON GATO
989,Estrellita Donde Estas,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20ESTRELLITA%20DONDE%20ESTAS,CANTAJUEGOS ESTRELLITA DONDE ESTAS
990,Let'S Twist Again,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20LET%27S%20TWIST%20AGAIN,CANTAJUEGOS LET'S TWIST AGAIN
991,Limbo Rock,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20LIMBO%20ROCK,CANTAJUEGOS LIMBO ROCK
992,Soy Una Taza,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20SOY%20UNA%20TAZA,CANTAJUEGOS SOY UNA TAZA
993,Supercalifragilisticoespialidos O,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20SUPERCALIFRAGILISTICOESPIALIDOS%20O,CANTAJUEGOS SUPERCALIFRAGILISTICOESPIALIDOS O
994,Tachin Y Su Hermanito,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TACHIN%20Y%20SU%20HERMANITO,CANTAJUEGOS TACHIN Y SU HERMANITO
995,Te Extiendo Mi Mano,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TE%20EXTIENDO%20MI%20MANO,CANTAJUEGOS TE EXTIENDO MI MANO
996,Tengo Una Muñeca Vestida De Azul,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TENGO%20UNA%20MU%C3%91ECA%20VESTIDA%20DE%20AZUL,CANTAJUEGOS TENGO UNA MUÑECA VESTIDA DE AZUL
997,Tengo Una Vaca Echera,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TENGO%20UNA%20VACA%20ECHERA,CANTAJUEGOS TENGO UNA VACA ECHERA
998,Toca Que Te Toca,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TOCA%20QUE%20TE%20TOCA,CANTAJUEGOS TOCA QUE TE TOCA
999,Todo El Mundo En Esta Fiesta,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TODO%20EL%20MUNDO%20EN%20ESTA%20FIESTA,CANTAJUEGOS TODO EL MUNDO EN ESTA FIESTA
1000,Twist And Shout,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20TWIST%20AND%20SHOUT,CANTAJUEGOS TWIST AND SHOUT
1001,Barquito De Cascara De Nuez,Cantajuegos Un,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UN%20BARQUITO%20DE%20CASCARA%20DE%20NUEZ,CANTAJUEGOS UN BARQUITO DE CASCARA DE NUEZ
1002,Cumpleaños Genial,Cantajuegos Un,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UN%20CUMPLEA%C3%91OS%20GENIAL,CANTAJUEGOS UN CUMPLEAÑOS GENIAL
1003,Elefante Se Columpiaba,Cantajuegos Un,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UN%20ELEFANTE%20SE%20COLUMPIABA,CANTAJUEGOS UN ELEFANTE SE COLUMPIABA
1004,Una Mosca Viene Volando,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UNA%20MOSCA%20VIENE%20VOLANDO,CANTAJUEGOS UNA MOSCA VIENE VOLANDO
1005,Una Sardina,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UNA%20SARDINA,CANTAJUEGOS UNA SARDINA
1006,"Uno, Dos Y Tres",Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20UNO%2C%20DOS%20Y%20TRES,"CANTAJUEGOS UNO, DOS Y TRES"
1007,Vamos A Contar Mentiras,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20VAMOS%20A%20CONTAR%20MENTIRAS,CANTAJUEGOS VAMOS A CONTAR MENTIRAS
1008,Verano,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20VERANO,CANTAJUEGOS VERANO
1009,Volver A Clase,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20VOLVER%20A%20CLASE,CANTAJUEGOS VOLVER A CLASE
1010,Vuela La Luna,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20VUELA%20LA%20LUNA,CANTAJUEGOS VUELA LA LUNA
1011,Witch Doctor,Cantajuegos,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20WITCH%20DOCTOR,CANTAJUEGOS WITCH DOCTOR
1012,Me Muevo Hacia Adelante,Cantajuegos Yo,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20YO%20ME%20MUEVO%20HACIA%20ADELANTE,CANTAJUEGOS YO ME MUEVO HACIA ADELANTE
1013,Nunca Vi,Cantajuegos Yo,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20YO%20NUNCA%20VI,CANTAJUEGOS YO NUNCA VI
1014,Tengo Derecho A Jugar,Cantajuegos Yo,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20YO%20TENGO%20DERECHO%20A%20JUGAR,CANTAJUEGOS YO TENGO DERECHO A JUGAR
1015,Tengo Una Casita,Cantajuegos Yo,ES,Infantil,,https://genius.com/search?q=CANTAJUEGOS%20YO%20TENGO%20UNA%20CASITA,CANTAJUEGOS YO TENGO UNA CASITA
1016,Carmen Lopez Hazme Un Muñeco De Nieve (Frozen),,ES,Infantil,,https://genius.com/search?q=CARMEN%20LOPEZ%20HAZME%20UN%20MU%C3%91ECO%20DE%20NIEVE%20%28FROZEN%29,CARMEN LOPEZ HAZME UN MUÑECO DE NIEVE (FROZEN)
1017,Chikilicuatre El Baile Del Chikichiki,,ES,Infantil,,https://genius.com/search?q=CHIKILICUATRE%20EL%20BAILE%20DEL%20CHIKICHIKI,CHIKILICUATRE EL BAILE DEL CHIKICHIKI
1018,Chocolate Mayonesa,,ES,Infantil,,https://genius.com/search?q=CHOCOLATE%20MAYONESA,CHOCOLATE MAYONESA
1019,Coco La Llorona,,ES,Infantil,,https://genius.com/search?q=COCO%20LA%20LLORONA,COCO LA LLORONA
1020,Coco Un Poco Loco,,ES,Infantil,,https://genius.com/search?q=COCO%20UN%20POCO%20LOCO,COCO UN POCO LOCO
1021,Ay Ho - Ay Ho,Disney,ES,Infantil,,https://genius.com/search?q=DISNEY%20AY%20HO%20-%20AY%20HO,DISNEY AY HO - AY HO
1022,Jorobado De Notre Dame Sueña,Disney El,ES,Infantil,,https://genius.com/search?q=DISNEY%20EL%20JOROBADO%20DE%20NOTRE%20DAME%20SUE%C3%91A,DISNEY EL JOROBADO DE NOTRE DAME SUEÑA
1023,Libro De La Selva Busca Lo Mas Vital,Disney El,ES,Infantil,,https://genius.com/search?q=DISNEY%20EL%20LIBRO%20DE%20LA%20SELVA%20BUSCA%20LO%20MAS%20VITAL,DISNEY EL LIBRO DE LA SELVA BUSCA LO MAS VITAL
1024,Libro De La Selva Quiero Ser Como Tu,Disney El,ES,Infantil,,https://genius.com/search?q=DISNEY%20EL%20LIBRO%20DE%20LA%20SELVA%20QUIERO%20SER%20COMO%20TU,DISNEY EL LIBRO DE LA SELVA QUIERO SER COMO TU
1025,Rey Leon El Ciclo De La Vida,Disney El,ES,Infantil,,https://genius.com/search?q=DISNEY%20EL%20REY%20LEON%20EL%20CICLO%20DE%20LA%20VIDA,DISNEY EL REY LEON EL CICLO DE LA VIDA
1026,Hercules Cancion De Meg,Disney,ES,Infantil,,https://genius.com/search?q=DISNEY%20HERCULES%20CANCION%20DE%20MEG,DISNEY HERCULES CANCION DE MEG
1027,Hercules No Importa La Distancia,Disney,ES,Infantil,,https://genius.com/search?q=DISNEY%20HERCULES%20NO%20IMPORTA%20LA%20DISTANCIA,DISNEY HERCULES NO IMPORTA LA DISTANCIA
1028,Hijo De Hombre,Disney,ES,Infantil,,https://genius.com/search?q=DISNEY%20HIJO%20DE%20HOMBRE,DISNEY HIJO DE HOMBRE
1029,Quero Ser Como Tu,Disney,ES,Infantil,,https://genius.com/search?q=DISNEY%20QUERO%20SER%20COMO%20TU,DISNEY QUERO SER COMO TU
1030,El Principe De Bel Air,El Hombre Linterna,ES,Infantil,,https://genius.com/search?q=EL%20HOMBRE%20LINTERNA%20EL%20PRINCIPE%20DE%20BEL%20AIR,EL HOMBRE LINTERNA EL PRINCIPE DE BEL AIR
1031,Soy Un Gnomo,El Hombre Linterna,ES,Infantil,,https://genius.com/search?q=EL%20HOMBRE%20LINTERNA%20SOY%20UN%20GNOMO,EL HOMBRE LINTERNA SOY UN GNOMO
1032,The Fresh Prince Of Bel Air,El Hombre Linterna,ES,Infantil,,https://genius.com/search?q=EL%20HOMBRE%20LINTERNA%20THE%20FRESH%20PRINCE%20OF%20BEL%20AIR,EL HOMBRE LINTERNA THE FRESH PRINCE OF BEL AIR
1033,Cuidado Con Paloma,Emilio Aragon,ES,Infantil,,https://genius.com/search?q=EMILIO%20ARAGON%20CUIDADO%20CON%20PALOMA,EMILIO ARAGON CUIDADO CON PALOMA
1034,Hey Mr. Waiter,Emilio Aragon,ES,Infantil,,https://genius.com/search?q=EMILIO%20ARAGON%20HEY%20MR.%20WAITER,EMILIO ARAGON HEY MR. WAITER
1035,Susanita,Emilio Aragon,ES,Infantil,,https://genius.com/search?q=EMILIO%20ARAGON%20SUSANITA,EMILIO ARAGON SUSANITA
1036,Te Huelen Los Pies,Emilio Aragon,ES,Infantil,,https://genius.com/search?q=EMILIO%20ARAGON%20TE%20HUELEN%20LOS%20PIES,EMILIO ARAGON TE HUELEN LOS PIES
1037,Y Ana Amigo Felix,Enrique,ES,Infantil,,https://genius.com/search?q=ENRIQUE%20Y%20ANA%20AMIGO%20FELIX,ENRIQUE Y ANA AMIGO FELIX
1038,Ethel & David Hill Speedy Gonzalez,,ES,Infantil,,https://genius.com/search?q=ETHEL%20%26%20DAVID%20HILL%20SPEEDY%20GONZALEZ,ETHEL & DAVID HILL SPEEDY GONZALEZ
1039,El Baile De La Ola,Eurojunior,ES,Infantil,,https://genius.com/search?q=EUROJUNIOR%20EL%20BAILE%20DE%20LA%20OLA,EUROJUNIOR EL BAILE DE LA OLA
1040,Mueve El Ombligo,Eurojunior,ES,Infantil,,https://genius.com/search?q=EUROJUNIOR%20MUEVE%20EL%20OMBLIGO,EUROJUNIOR MUEVE EL OMBLIGO
1041,Navegando En Internet,Eurojunior,ES,Infantil,,https://genius.com/search?q=EUROJUNIOR%20NAVEGANDO%20EN%20INTERNET,EUROJUNIOR NAVEGANDO EN INTERNET
1042,Niño Malo,Eurojunior,ES,Infantil,,https://genius.com/search?q=EUROJUNIOR%20NI%C3%91O%20MALO,EUROJUNIOR NIÑO MALO
1043,123,Floricienta,ES,Infantil,,https://genius.com/search?q=FLORICIENTA%20123,FLORICIENTA 123
1044,Flores Amarillas,Floricienta,ES,Infantil,,https://genius.com/search?q=FLORICIENTA%20FLORES%20AMARILLAS,FLORICIENTA FLORES AMARILLAS
1045,Mi Vestido Azul,Floricienta,ES,Infantil,,https://genius.com/search?q=FLORICIENTA%20MI%20VESTIDO%20AZUL,FLORICIENTA MI VESTIDO AZUL
1046,Mi Cruz Mi Fe,Formula Abierta,ES,Infantil,,https://genius.com/search?q=FORMULA%20ABIERTA%20MI%20CRUZ%20MI%20FE,FORMULA ABIERTA MI CRUZ MI FE
1047,Fórmula Abierta Shabadabada,,ES,Infantil,,https://genius.com/search?q=F%C3%93RMULA%20ABIERTA%20SHABADABADA,FÓRMULA ABIERTA SHABADABADA
1048,Si Al Amor,Formula Abierta,ES,Infantil,,https://genius.com/search?q=FORMULA%20ABIERTA%20SI%20AL%20AMOR,FORMULA ABIERTA SI AL AMOR
1049,Sin Ti,Formula Abierta,ES,Infantil,,https://genius.com/search?q=FORMULA%20ABIERTA%20SIN%20TI,FORMULA ABIERTA SIN TI
1050,Te Quiero Mas,Formula Abierta,ES,Infantil,,https://genius.com/search?q=FORMULA%20ABIERTA%20TE%20QUIERO%20MAS,FORMULA ABIERTA TE QUIERO MAS
1051,Frozen Libre Soy,,ES,Infantil,,https://genius.com/search?q=FROZEN%20LIBRE%20SOY,FROZEN LIBRE SOY
1052,Frozen Sueltalo,,ES,Infantil,,https://genius.com/search?q=FROZEN%20SUELTALO,FROZEN SUELTALO
1053,Gangnam Gangnam Style,,ES,Infantil,,https://genius.com/search?q=GANGNAM%20GANGNAM%20STYLE,GANGNAM GANGNAM STYLE
1054,Banana,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20BANANA,GARIBALDI BANANA
1055,El Orangutan,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20EL%20ORANGUTAN,GARIBALDI EL ORANGUTAN
1056,La Ventanita,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20LA%20VENTANITA,GARIBALDI LA VENTANITA
1057,Mama Ines,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20MAMA%20INES,GARIBALDI MAMA INES
1058,Popurry,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20POPURRY,GARIBALDI POPURRY
1059,Que Te La Pongo,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20QUE%20TE%20LA%20PONGO,GARIBALDI QUE TE LA PONGO
1060,Vamonos De Fiesta,Garibaldi,ES,Infantil,,https://genius.com/search?q=GARIBALDI%20VAMONOS%20DE%20FIESTA,GARIBALDI VAMONOS DE FIESTA
1061,"Cachete, Pechito Y Ombligo",Georgie Dann,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20CACHETE%2C%20PECHITO%20Y%20OMBLIGO,"GEORGIE DANN CACHETE, PECHITO Y OMBLIGO"
1062,Dale Dale,Georgie Dann,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20DALE%20DALE,GEORGIE DANN DALE DALE
1063,Africano,Georgie Dann El,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20EL%20AFRICANO,GEORGIE DANN EL AFRICANO
1064,Bimbo,Georgie Dann El,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20EL%20BIMBO,GEORGIE DANN EL BIMBO
1065,Chiringuito,Georgie Dann El,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20EL%20CHIRINGUITO,GEORGIE DANN EL CHIRINGUITO
1066,Kasatchok,Georgie Dann,ES,Infantil,,https://genius.com/search?q=GEORGIE%20DANN%20KASATCHOK,GEORGIE DANN KASATCHOK
1067,Hercules De Cero A Heroe,,ES,Infantil,,https://genius.com/search?q=HERCULES%20DE%20CERO%20A%20HEROE,HERCULES DE CERO A HEROE
1068,Al Pasar La Barca,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20AL%20PASAR%20LA%20BARCA,INFANTIL AL PASAR LA BARCA
1069,A Ram Sam Sam,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20A%20RAM%20SAM%20SAM,INFANTIL A RAM SAM SAM
1070,Al Corro De La Patata,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20AL%20CORRO%20DE%20LA%20PATATA,INFANTIL AL CORRO DE LA PATATA
1071,Alfred J Kwak,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20ALFRED%20J%20KWAK,INFANTIL ALFRED J KWAK
1072,Bambi.Little April Showers,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20BAMBI.LITTLE%20APRIL%20SHOWERS,INFANTIL BAMBI.LITTLE APRIL SHOWERS
1073,Buenas Noches. Casimiro,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20BUENAS%20NOCHES.%20CASIMIRO,INFANTIL BUENAS NOCHES. CASIMIRO
1074,Busca Lo Mas Vital,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20BUSCA%20LO%20MAS%20VITAL,INFANTIL BUSCA LO MAS VITAL
1075,Cancion De Tomar El Te,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CANCION%20DE%20TOMAR%20EL%20TE,INFANTIL CANCION DE TOMAR EL TE
1076,Casimiro Buenas Noches,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CASIMIRO%20BUENAS%20NOCHES,INFANTIL CASIMIRO BUENAS NOCHES
1077,Chicho Terremoto,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CHICHO%20TERREMOTO,INFANTIL CHICHO TERREMOTO
1078,Chu Chu Wa,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CHU%20CHU%20WA,INFANTIL CHU CHU WA
1079,Comando G,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20COMANDO%20G,INFANTIL COMANDO G
1080,Con Un Poco De Azucar. Mary Poppins,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CON%20UN%20POCO%20DE%20AZUCAR.%20MARY%20POPPINS,INFANTIL CON UN POCO DE AZUCAR. MARY POPPINS
1081,Cucu Cantaba La Rana,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CUCU%20CANTABA%20LA%20RANA,INFANTIL CUCU CANTABA LA RANA
1082,Cumpleaños Ardillas,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CUMPLEA%C3%91OS%20ARDILLAS,INFANTIL CUMPLEAÑOS ARDILLAS
1083,Cumpleaños Feliz,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20CUMPLEA%C3%91OS%20FELIZ,INFANTIL CUMPLEAÑOS FELIZ
1084,Dartacan Y Los Tres Mosqueperros,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20DARTACAN%20Y%20LOS%20TRES%20MOSQUEPERROS,INFANTIL DARTACAN Y LOS TRES MOSQUEPERROS
1085,Doraemon,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20DORAEMON,INFANTIL DORAEMON
1086,Dragones Y Mazmorras,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20DRAGONES%20Y%20MAZMORRAS,INFANTIL DRAGONES Y MAZMORRAS
1087,Arca De Noe,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20ARCA%20DE%20NOE,INFANTIL EL ARCA DE NOE
1088,Auto De Papa.Los Payasos De La Tele,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20AUTO%20DE%20PAPA.LOS%20PAYASOS%20DE%20LA%20TELE,INFANTIL EL AUTO DE PAPA.LOS PAYASOS DE LA TELE
1089,Auto Nuevo,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20AUTO%20NUEVO,INFANTIL EL AUTO NUEVO
1090,Baile De La Ola,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20BAILE%20DE%20LA%20OLA,INFANTIL EL BAILE DE LA OLA
1091,Baile Del Gorila,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20BAILE%20DEL%20GORILA,INFANTIL EL BAILE DEL GORILA
1092,Barquito Chiquitito,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20BARQUITO%20CHIQUITITO,INFANTIL EL BARQUITO CHIQUITITO
1093,Gallo Sube,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20GALLO%20SUBE,INFANTIL EL GALLO SUBE
1094,Patio De Mi Casa,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20PATIO%20DE%20MI%20CASA,INFANTIL EL PATIO DE MI CASA
1095,Pavo Y La Pava,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20PAVO%20Y%20LA%20PAVA,INFANTIL EL PAVO Y LA PAVA
1096,Pollito Pio,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20POLLITO%20PIO,INFANTIL EL POLLITO PIO
1097,Polvorete,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20POLVORETE,INFANTIL EL POLVORETE
1098,Reino Del Reves,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20REINO%20DEL%20REVES,INFANTIL EL REINO DEL REVES
1099,Señor Don Gato,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20SE%C3%91OR%20DON%20GATO,INFANTIL EL SEÑOR DON GATO
1100,Twist Del Mono Liso,Infantil El,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EL%20TWIST%20DEL%20MONO%20LISO,INFANTIL EL TWIST DEL MONO LISO
1101,En La Granja De Mi Tio,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EN%20LA%20GRANJA%20DE%20MI%20TIO,INFANTIL EN LA GRANJA DE MI TIO
1102,En Un Bosque De La China,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20EN%20UN%20BOSQUE%20DE%20LA%20CHINA,INFANTIL EN UN BOSQUE DE LA CHINA
1103,Erase Una Vez El Hombre,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20ERASE%20UNA%20VEZ%20EL%20HOMBRE,INFANTIL ERASE UNA VEZ EL HOMBRE
1104,Estrellita Donde Estas,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20ESTRELLITA%20DONDE%20ESTAS,INFANTIL ESTRELLITA DONDE ESTAS
1105,Feliz Cumpleaños. Las Ardillas,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20FELIZ%20CUMPLEA%C3%91OS.%20LAS%20ARDILLAS,INFANTIL FELIZ CUMPLEAÑOS. LAS ARDILLAS
1106,Feliz En Tu Dia. Los Payasos,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20FELIZ%20EN%20TU%20DIA.%20LOS%20PAYASOS,INFANTIL FELIZ EN TU DIA. LOS PAYASOS
1107,Fraggel Rock,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20FRAGGEL%20ROCK,INFANTIL FRAGGEL ROCK
1108,Hakuna Matata,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20HAKUNA%20MATATA,INFANTIL HAKUNA MATATA
1109,Head Shoulder Knee And Toe,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20HEAD%20SHOULDER%20KNEE%20AND%20TOE,INFANTIL HEAD SHOULDER KNEE AND TOE
1110,Juguemos En El Bosque,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20JUGUEMOS%20EN%20EL%20BOSQUE,INFANTIL JUGUEMOS EN EL BOSQUE
1111,Abeja Maya,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20ABEJA%20MAYA,INFANTIL LA ABEJA MAYA
1112,Brujita Tapita,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20BRUJITA%20TAPITA,INFANTIL LA BRUJITA TAPITA
1113,Cucaracha,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20CUCARACHA,INFANTIL LA CUCARACHA
1114,Cucaracha Zenon,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20CUCARACHA%20ZENON,INFANTIL LA CUCARACHA ZENON
1115,Forma De Caminar,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20FORMA%20DE%20CAMINAR,INFANTIL LA FORMA DE CAMINAR
1116,Cocoua,Infantil La Gallina,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20GALLINA%20COCOUA,INFANTIL LA GALLINA COCOUA
1117,Turuleca Zenon,Infantil La Gallina,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20GALLINA%20TURULECA%20ZENON,INFANTIL LA GALLINA TURULECA ZENON
1118,Turuleta,Infantil La Gallina,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20GALLINA%20TURULETA,INFANTIL LA GALLINA TURULETA
1119,Mar Estaba Serena,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20MAR%20ESTABA%20SERENA,INFANTIL LA MAR ESTABA SERENA
1120,Pulga Aventurera,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20PULGA%20AVENTURERA,INFANTIL LA PULGA AVENTURERA
1121,Risa De Las Vocales,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20RISA%20DE%20LAS%20VOCALES,INFANTIL LA RISA DE LAS VOCALES
1122,Vaca Lechera,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20VACA%20LECHERA,INFANTIL LA VACA LECHERA
1123,Vaca Lola,Infantil La,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LA%20VACA%20LOLA,INFANTIL LA VACA LOLA
1124,Fruitis,Infantil Los,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LOS%20FRUITIS,INFANTIL LOS FRUITIS
1125,Pitufos Makineros,Infantil Los,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LOS%20PITUFOS%20MAKINEROS,INFANTIL LOS PITUFOS MAKINEROS
1126,Trotamusicos,Infantil Los,ES,Infantil,,https://genius.com/search?q=INFANTIL%20LOS%20TROTAMUSICOS,INFANTIL LOS TROTAMUSICOS
1127,Mambru Se Fue A La Guerra,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MAMBRU%20SE%20FUE%20A%20LA%20GUERRA,INFANTIL MAMBRU SE FUE A LA GUERRA
1128,Manuelita La Tortuga,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MANUELITA%20LA%20TORTUGA,INFANTIL MANUELITA LA TORTUGA
1129,Marco. Adios Mama,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MARCO.%20ADIOS%20MAMA,INFANTIL MARCO. ADIOS MAMA
1130,Marco. Mi Mono Amedio,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MARCO.%20MI%20MONO%20AMEDIO,INFANTIL MARCO. MI MONO AMEDIO
1131,Matarile,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MATARILE,INFANTIL MATARILE
1132,Mazinger Z,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MAZINGER%20Z,INFANTIL MAZINGER Z
1133,Me Pongo De Pie,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20ME%20PONGO%20DE%20PIE,INFANTIL ME PONGO DE PIE
1134,Mi Barba Tiene Tres Pelos,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MI%20BARBA%20TIENE%20TRES%20PELOS,INFANTIL MI BARBA TIENE TRES PELOS
1135,Mi Muñeca Me Hablo,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MI%20MU%C3%91ECA%20ME%20HABLO,INFANTIL MI MUÑECA ME HABLO
1136,Mix Cantajuegos,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MIX%20CANTAJUEGOS,INFANTIL MIX CANTAJUEGOS
1137,Mucho Mas Alla. Frozen 2,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20MUCHO%20MAS%20ALLA.%20FROZEN%202,INFANTIL MUCHO MAS ALLA. FROZEN 2
1138,No Se Ria De La Bruja Averia,Infantil,ES,Infantil,,https://genius.com/search?q=INFANTIL%20NO%20SE%20RIA%20DE%20LA%20BRUJA%20AVERIA,INFANTIL NO SE RIA DE LA BRUJA AVERIA
